user_id,session_date,group,device,traffic_source,time_on_page_sec,converted,revenue
U013919,2026-02-18,Control,Mobile,Email,172.2,0,0.0
U015521,2026-02-20,Treatment,Desktop,Direct,95.9,0,0.0
U017574,2026-02-22,Treatment,Tablet,Direct,79.7,0,0.0
U004326,2026-02-07,Treatment,Desktop,Paid,108.2,0,0.0
U005829,2026-02-08,Control,Mobile,Social,128.0,0,0.0
U000671,2026-02-02,Control,Desktop,Organic,133.7,1,57.1
U000014,2026-02-02,Treatment,Desktop,Direct,63.9,0,0.0
U004075,2026-02-06,Control,Mobile,Organic,111.6,0,0.0
U004477,2026-02-07,Control,Mobile,Direct,102.1,0,0.0
U019166,2026-02-24,Control,Mobile,Organic,120.8,0,0.0
U018214,2026-02-23,Treatment,Mobile,Social,96.5,0,0.0
U006106,2026-02-09,Treatment,Mobile,Paid,78.1,0,0.0
U006196,2026-02-09,Control,Mobile,Paid,169.7,0,0.0
U001794,2026-02-04,Control,Mobile,Social,166.0,0,0.0
U014921,2026-02-19,Treatment,Desktop,Organic,79.5,0,0.0
U016124,2026-02-20,Treatment,Desktop,Organic,134.5,0,0.0
U020398,2026-02-25,Treatment,Mobile,Direct,124.8,0,0.0
U016454,2026-02-21,Treatment,Mobile,Organic,100.3,0,0.0
U000923,2026-02-03,Control,Mobile,Organic,74.6,0,0.0
U016673,2026-02-21,Treatment,Tablet,Social,77.7,0,0.0
U011051,2026-02-15,Control,Desktop,Organic,154.7,0,0.0
U016456,2026-02-21,Treatment,Mobile,Organic,71.7,0,0.0
U017105,2026-02-22,Treatment,Mobile,Organic,113.9,0,0.0
U018029,2026-02-23,Treatment,Desktop,Organic,110.1,1,71.14
U011045,2026-02-14,Treatment,Mobile,Paid,123.0,0,0.0
U004161,2026-02-06,Control,Mobile,Direct,74.6,0,0.0
U003978,2026-02-06,Control,Desktop,Social,5.5,1,80.31
U013822,2026-02-18,Control,Mobile,Paid,107.5,0,0.0
U011490,2026-02-15,Control,Mobile,Organic,95.9,0,0.0
U015733,2026-02-20,Control,Desktop,Organic,97.4,0,0.0
U001896,2026-02-04,Treatment,Mobile,Organic,139.0,0,0.0
U018186,2026-02-23,Control,Mobile,Direct,107.9,0,0.0
U011493,2026-02-15,Treatment,Mobile,Paid,90.4,0,0.0
U011912,2026-02-16,Treatment,Tablet,Paid,96.9,0,0.0
U001681,2026-02-03,Treatment,Mobile,Organic,64.7,0,0.0
U020872,2026-02-26,Control,Mobile,Direct,114.8,0,0.0
U007158,2026-02-10,Control,Desktop,Direct,127.2,0,0.0
U022665,2026-02-28,Control,Mobile,Paid,137.8,0,0.0
U007496,2026-02-10,Treatment,Desktop,Direct,74.5,0,0.0
U019160,2026-02-24,Control,Mobile,Direct,141.1,0,0.0
U008746,2026-02-12,Treatment,Desktop,Organic,93.8,1,43.51
U018990,2026-02-24,Control,Desktop,Social,157.9,1,77.27
U001930,2026-02-04,Treatment,Desktop,Organic,45.1,0,0.0
U004445,2026-02-07,Control,Mobile,Paid,153.8,0,0.0
U020041,2026-02-25,Control,Mobile,Email,90.4,0,0.0
U005167,2026-02-08,Control,Mobile,Direct,129.7,0,0.0
U020934,2026-02-26,Treatment,Mobile,Organic,66.0,0,0.0
U023363,2026-03-01,Control,Desktop,Organic,129.1,0,0.0
U019009,2026-02-24,Treatment,Tablet,Direct,76.5,0,0.0
U012988,2026-02-17,Treatment,Mobile,Organic,96.3,0,0.0
U023193,2026-03-01,Control,Mobile,Organic,154.6,0,0.0
U022245,2026-02-28,Control,Tablet,Organic,125.1,0,0.0
U004272,2026-02-07,Control,Desktop,Organic,110.0,0,0.0
U004022,2026-02-06,Control,Mobile,Organic,113.9,1,70.82
U014722,2026-02-19,Control,Desktop,Organic,134.8,0,0.0
U010617,2026-02-14,Treatment,Mobile,Paid,146.8,0,0.0
U014659,2026-02-19,Treatment,Desktop,Organic,96.2,0,0.0
U000372,2026-02-02,Control,Tablet,Organic,97.6,0,0.0
U017028,2026-02-21,Treatment,Desktop,Paid,102.7,1,56.31
U003775,2026-02-06,Control,Mobile,Organic,90.8,0,0.0
U007164,2026-02-10,Control,Mobile,Organic,99.8,0,0.0
U005706,2026-02-08,Treatment,Desktop,Organic,24.1,0,0.0
U022941,2026-02-28,Treatment,Desktop,Direct,134.5,0,0.0
U015704,2026-02-20,Control,Mobile,Organic,115.2,0,0.0
U001370,2026-02-03,Treatment,Desktop,Paid,127.0,0,0.0
U001181,2026-02-03,Control,Desktop,Paid,82.6,0,0.0
U012166,2026-02-16,Control,Mobile,Direct,123.0,0,0.0
U024216,2026-03-02,Treatment,Desktop,Direct,96.1,0,0.0
U000814,2026-02-03,Treatment,Desktop,Organic,114.8,0,0.0
U021064,2026-02-26,Treatment,Mobile,Email,145.5,0,0.0
U003641,2026-02-06,Treatment,Desktop,Organic,133.3,1,59.31
U016371,2026-02-21,Treatment,Desktop,Organic,119.8,0,0.0
U010153,2026-02-13,Treatment,Mobile,Paid,123.9,0,0.0
U016725,2026-02-21,Treatment,Mobile,Email,80.4,0,0.0
U022870,2026-02-28,Control,Mobile,Email,114.3,1,132.04
U023637,2026-03-01,Control,Mobile,Organic,56.3,0,0.0
U013205,2026-02-17,Treatment,Mobile,Organic,101.4,0,0.0
U010747,2026-02-14,Treatment,Desktop,Direct,58.0,0,0.0
U022021,2026-02-27,Treatment,Desktop,Social,134.6,0,0.0
U002297,2026-02-04,Treatment,Desktop,Direct,84.0,1,54.52
U011955,2026-02-16,Control,Desktop,Direct,105.8,0,0.0
U018678,2026-02-23,Control,Mobile,Organic,96.7,0,0.0
U011259,2026-02-15,Treatment,Desktop,Email,119.0,0,0.0
U016085,2026-02-20,Treatment,Desktop,Organic,98.4,0,0.0
U011944,2026-02-16,Treatment,Desktop,Organic,59.0,0,0.0
U016243,2026-02-21,Control,Desktop,Paid,82.7,0,0.0
U010415,2026-02-14,Treatment,Mobile,Organic,100.5,1,111.5
U001213,2026-02-03,Control,Mobile,Paid,113.5,0,0.0
U008639,2026-02-12,Control,Mobile,Organic,140.9,0,0.0
U003984,2026-02-06,Treatment,Mobile,Social,88.7,0,0.0
U001705,2026-02-03,Treatment,Mobile,Social,47.3,0,0.0
U013362,2026-02-17,Control,Desktop,Direct,99.6,0,0.0
U017953,2026-02-23,Control,Desktop,Paid,102.2,0,0.0
U010520,2026-02-14,Treatment,Desktop,Paid,72.9,1,81.52
U020034,2026-02-25,Control,Mobile,Organic,137.8,0,0.0
U012817,2026-02-17,Treatment,Mobile,Paid,69.8,0,0.0
U010657,2026-02-14,Treatment,Desktop,Social,151.4,0,0.0
U009267,2026-02-12,Treatment,Mobile,Social,134.5,0,0.0
U022269,2026-02-28,Control,Desktop,Organic,124.5,0,0.0
U025152,2026-03-03,Control,Mobile,Social,168.0,0,0.0
U002647,2026-02-05,Control,Tablet,Organic,131.1,0,0.0
U000590,2026-02-02,Treatment,Desktop,Direct,87.9,0,0.0
U019159,2026-02-24,Treatment,Mobile,Paid,104.6,0,0.0
U017675,2026-02-22,Control,Mobile,Direct,139.3,0,0.0
U019827,2026-02-25,Treatment,Desktop,Paid,79.4,0,0.0
U017733,2026-02-22,Control,Mobile,Direct,93.5,0,0.0
U002975,2026-02-05,Control,Mobile,Organic,86.6,0,0.0
U020843,2026-02-26,Control,Desktop,Social,79.5,1,114.2
U007221,2026-02-10,Treatment,Mobile,Direct,33.9,0,0.0
U018946,2026-02-24,Control,Desktop,Email,128.1,0,0.0
U004762,2026-02-07,Control,Tablet,Paid,124.5,0,0.0
U003113,2026-02-05,Treatment,Mobile,Paid,182.7,0,0.0
U008998,2026-02-12,Control,Desktop,Social,113.6,1,97.0
U006800,2026-02-10,Control,Mobile,Organic,138.8,0,0.0
U007613,2026-02-11,Control,Desktop,Direct,137.6,0,0.0
U020514,2026-02-25,Control,Tablet,Organic,92.0,0,0.0
U008831,2026-02-12,Treatment,Tablet,Paid,64.8,0,0.0
U015910,2026-02-20,Control,Desktop,Paid,121.4,0,0.0
U021989,2026-02-27,Control,Desktop,Organic,78.7,0,0.0
U025283,2026-03-03,Treatment,Desktop,Social,123.1,0,0.0
U022704,2026-02-28,Control,Desktop,Direct,139.9,1,66.94
U005669,2026-02-08,Control,Desktop,Organic,77.1,0,0.0
U014062,2026-02-18,Control,Mobile,Paid,84.8,0,0.0
U017956,2026-02-23,Control,Desktop,Paid,73.2,0,0.0
U006973,2026-02-10,Control,Desktop,Organic,131.8,0,0.0
U006912,2026-02-10,Control,Mobile,Organic,113.4,0,0.0
U024431,2026-03-02,Control,Mobile,Paid,78.2,0,0.0
U016126,2026-02-20,Control,Desktop,Paid,134.8,0,0.0
U020160,2026-02-25,Control,Tablet,Organic,101.8,0,0.0
U023705,2026-03-01,Control,Desktop,Organic,112.5,0,0.0
U018174,2026-02-23,Treatment,Mobile,Direct,102.6,1,110.51
U020186,2026-02-25,Treatment,Mobile,Organic,80.5,0,0.0
U009616,2026-02-13,Control,Desktop,Paid,119.7,0,0.0
U007863,2026-02-11,Control,Mobile,Paid,70.3,0,0.0
U013930,2026-02-18,Treatment,Mobile,Paid,125.6,0,0.0
U003695,2026-02-06,Treatment,Mobile,Organic,77.0,1,50.06
U019583,2026-02-24,Control,Desktop,Organic,86.8,0,0.0
U017044,2026-02-21,Treatment,Mobile,Organic,137.1,1,74.87
U014479,2026-02-18,Control,Mobile,Social,53.9,0,0.0
U016750,2026-02-21,Treatment,Desktop,Organic,94.9,1,60.89
U005699,2026-02-08,Treatment,Desktop,Direct,129.2,0,0.0
U006216,2026-02-09,Treatment,Desktop,Social,135.5,0,0.0
U015491,2026-02-20,Treatment,Mobile,Email,113.0,1,75.89
U017555,2026-02-22,Treatment,Mobile,Organic,103.1,0,0.0
U008429,2026-02-11,Control,Mobile,Organic,157.6,0,0.0
U022558,2026-02-28,Control,Mobile,Paid,89.3,0,0.0
U016411,2026-02-21,Control,Desktop,Organic,124.2,0,0.0
U001511,2026-02-03,Treatment,Tablet,Email,55.0,0,0.0
U022724,2026-02-28,Treatment,Mobile,Organic,164.2,0,0.0
U020987,2026-02-26,Control,Mobile,Paid,145.6,0,0.0
U023408,2026-03-01,Control,Mobile,Organic,129.5,0,0.0
U015831,2026-02-20,Control,Desktop,Social,110.0,0,0.0
U005039,2026-02-08,Control,Mobile,Social,81.4,0,0.0
U008545,2026-02-12,Control,Desktop,Organic,65.0,1,109.41
U022509,2026-02-28,Treatment,Desktop,Organic,78.5,1,98.74
U004289,2026-02-07,Treatment,Tablet,Paid,107.6,1,142.52
U001701,2026-02-03,Treatment,Mobile,Email,130.7,0,0.0
U022518,2026-02-28,Control,Mobile,Organic,111.1,0,0.0
U000786,2026-02-02,Control,Mobile,Organic,107.6,0,0.0
U008755,2026-02-12,Treatment,Desktop,Social,65.4,0,0.0
U025520,2026-03-03,Control,Mobile,Social,123.2,0,0.0
U018618,2026-02-23,Control,Desktop,Organic,20.5,0,0.0
U022707,2026-02-28,Treatment,Mobile,Social,36.6,0,0.0
U010328,2026-02-14,Treatment,Mobile,Organic,109.5,0,0.0
U019534,2026-02-24,Treatment,Desktop,Paid,93.2,0,0.0
U025486,2026-03-03,Treatment,Tablet,Direct,68.8,0,0.0
U005476,2026-02-08,Control,Mobile,Paid,97.9,0,0.0
U000512,2026-02-02,Control,Mobile,Direct,112.3,0,0.0
U006569,2026-02-09,Treatment,Tablet,Paid,105.0,0,0.0
U013510,2026-02-17,Treatment,Desktop,Direct,147.9,0,0.0
U005102,2026-02-08,Control,Mobile,Organic,106.4,0,0.0
U007777,2026-02-11,Treatment,Mobile,Social,110.8,0,0.0
U023750,2026-03-01,Treatment,Desktop,Organic,117.8,0,0.0
U017043,2026-02-21,Control,Tablet,Paid,64.6,0,0.0
U022718,2026-02-28,Control,Mobile,Organic,129.8,0,0.0
U011099,2026-02-15,Control,Desktop,Organic,103.8,0,0.0
U010599,2026-02-14,Control,Desktop,Paid,114.1,1,79.99
U017991,2026-02-23,Control,Desktop,Paid,116.2,0,0.0
U004978,2026-02-07,Treatment,Desktop,Direct,109.0,0,0.0
U003594,2026-02-06,Treatment,Mobile,Direct,108.5,1,101.39
U005046,2026-02-08,Treatment,Desktop,Paid,65.1,0,0.0
U025262,2026-03-03,Control,Tablet,Direct,76.1,0,0.0
U018566,2026-02-23,Control,Mobile,Direct,119.9,0,0.0
U018609,2026-02-23,Treatment,Desktop,Paid,134.9,0,0.0
U020991,2026-02-26,Control,Mobile,Paid,87.4,0,0.0
U017632,2026-02-22,Treatment,Desktop,Organic,110.3,0,0.0
U010458,2026-02-14,Control,Desktop,Organic,155.3,0,0.0
U003640,2026-02-06,Treatment,Mobile,Organic,51.4,0,0.0
U001156,2026-02-03,Treatment,Mobile,Organic,107.6,0,0.0
U002725,2026-02-05,Treatment,Desktop,Direct,79.2,0,0.0
U010476,2026-02-14,Treatment,Mobile,Paid,110.7,1,100.76
U025166,2026-03-03,Control,Mobile,Organic,122.7,0,0.0
U013583,2026-02-17,Control,Tablet,Direct,102.0,1,75.5
U007356,2026-02-10,Control,Mobile,Direct,124.6,0,0.0
U007838,2026-02-11,Treatment,Mobile,Organic,79.9,0,0.0
U000228,2026-02-02,Control,Desktop,Direct,140.8,0,0.0
U000094,2026-02-02,Control,Mobile,Paid,114.7,0,0.0
U009044,2026-02-12,Treatment,Mobile,Organic,112.3,0,0.0
U010579,2026-02-14,Treatment,Mobile,Social,150.0,1,72.2
U007368,2026-02-10,Treatment,Mobile,Paid,53.4,0,0.0
U017366,2026-02-22,Control,Mobile,Organic,63.5,0,0.0
U019733,2026-02-25,Treatment,Mobile,Organic,110.1,0,0.0
U023691,2026-03-01,Treatment,Desktop,Organic,157.7,0,0.0
U023992,2026-03-02,Control,Mobile,Social,84.9,1,37.45
U004543,2026-02-07,Control,Mobile,Social,111.4,0,0.0
U007599,2026-02-11,Treatment,Desktop,Direct,75.5,0,0.0
U011843,2026-02-15,Treatment,Desktop,Social,92.7,1,73.84
U022571,2026-02-28,Treatment,Mobile,Direct,144.9,0,0.0
U001406,2026-02-03,Treatment,Mobile,Paid,92.6,0,0.0
U009974,2026-02-13,Control,Mobile,Direct,75.5,0,0.0
U014513,2026-02-18,Treatment,Desktop,Direct,113.4,0,0.0
U003262,2026-02-05,Control,Desktop,Direct,25.2,0,0.0
U019828,2026-02-25,Treatment,Desktop,Social,112.3,0,0.0
U022387,2026-02-28,Treatment,Desktop,Organic,133.1,0,0.0
U010751,2026-02-14,Control,Mobile,Social,179.8,0,0.0
U014636,2026-02-19,Treatment,Desktop,Organic,80.2,1,57.39
U016712,2026-02-21,Treatment,Mobile,Paid,138.2,0,0.0
U023051,2026-03-01,Control,Desktop,Social,128.2,0,0.0
U012962,2026-02-17,Control,Mobile,Paid,114.4,0,0.0
U024741,2026-03-02,Control,Tablet,Paid,84.6,0,0.0
U005633,2026-02-08,Treatment,Desktop,Organic,94.4,0,0.0
U002121,2026-02-04,Control,Desktop,Organic,101.3,0,0.0
U025044,2026-03-03,Control,Desktop,Email,38.8,0,0.0
U016327,2026-02-21,Control,Mobile,Social,86.1,0,0.0
U004012,2026-02-06,Treatment,Mobile,Paid,100.0,0,0.0
U018047,2026-02-23,Control,Mobile,Organic,123.1,0,0.0
U011203,2026-02-15,Control,Mobile,Social,58.2,0,0.0
U016443,2026-02-21,Control,Mobile,Organic,83.6,0,0.0
U023083,2026-03-01,Control,Mobile,Paid,146.1,0,0.0
U024386,2026-03-02,Control,Tablet,Paid,95.4,0,0.0
U009197,2026-02-12,Control,Mobile,Organic,121.8,0,0.0
U005327,2026-02-08,Control,Mobile,Direct,96.3,0,0.0
U007896,2026-02-11,Treatment,Mobile,Direct,79.5,1,67.32
U009862,2026-02-13,Treatment,Mobile,Organic,91.4,0,0.0
U005385,2026-02-08,Control,Tablet,Paid,108.6,0,0.0
U001126,2026-02-03,Treatment,Mobile,Social,123.7,0,0.0
U017132,2026-02-22,Treatment,Mobile,Direct,85.0,1,55.39
U014092,2026-02-18,Control,Mobile,Organic,120.3,0,0.0
U010273,2026-02-14,Treatment,Desktop,Direct,47.9,0,0.0
U025444,2026-03-03,Treatment,Mobile,Direct,87.8,0,0.0
U013227,2026-02-17,Control,Desktop,Direct,176.8,0,0.0
U004148,2026-02-06,Treatment,Mobile,Social,70.3,0,0.0
U005630,2026-02-08,Treatment,Desktop,Organic,67.5,0,0.0
U014026,2026-02-18,Control,Desktop,Direct,106.1,0,0.0
U021072,2026-02-26,Treatment,Mobile,Direct,158.3,1,90.89
U004297,2026-02-07,Control,Tablet,Direct,146.8,0,0.0
U001789,2026-02-04,Control,Mobile,Paid,89.5,0,0.0
U024144,2026-03-02,Control,Mobile,Organic,120.6,0,0.0
U001630,2026-02-03,Treatment,Desktop,Direct,71.8,0,0.0
U015725,2026-02-20,Control,Mobile,Paid,123.7,0,0.0
U002237,2026-02-04,Control,Mobile,Organic,133.7,0,0.0
U024263,2026-03-02,Treatment,Mobile,Organic,74.2,0,0.0
U006406,2026-02-09,Treatment,Tablet,Organic,129.0,0,0.0
U000599,2026-02-02,Treatment,Desktop,Organic,114.5,1,28.21
U021981,2026-02-27,Treatment,Mobile,Organic,70.5,0,0.0
U017431,2026-02-22,Control,Mobile,Email,132.3,0,0.0
U015956,2026-02-20,Treatment,Desktop,Organic,102.5,0,0.0
U003307,2026-02-05,Control,Desktop,Organic,135.9,0,0.0
U008708,2026-02-12,Treatment,Mobile,Email,74.1,0,0.0
U016478,2026-02-21,Treatment,Mobile,Social,89.3,0,0.0
U018024,2026-02-23,Treatment,Mobile,Email,88.9,0,0.0
U015354,2026-02-19,Control,Mobile,Direct,104.9,0,0.0
U017670,2026-02-22,Control,Desktop,Organic,142.6,0,0.0
U018334,2026-02-23,Control,Desktop,Paid,109.9,0,0.0
U019236,2026-02-24,Control,Mobile,Paid,66.6,0,0.0
U014569,2026-02-19,Treatment,Desktop,Paid,84.2,0,0.0
U013694,2026-02-18,Treatment,Mobile,Direct,109.1,0,0.0
U003464,2026-02-06,Treatment,Mobile,Direct,137.3,0,0.0
U010785,2026-02-14,Treatment,Mobile,Organic,117.1,1,53.22
U014237,2026-02-18,Control,Desktop,Paid,109.2,1,67.92
U003421,2026-02-06,Treatment,Mobile,Organic,117.7,0,0.0
U016589,2026-02-21,Control,Mobile,Paid,107.7,0,0.0
U012624,2026-02-16,Treatment,Mobile,Organic,72.6,0,0.0
U017227,2026-02-22,Treatment,Desktop,Direct,82.4,0,0.0
U010700,2026-02-14,Treatment,Mobile,Organic,120.2,0,0.0
U022917,2026-02-28,Control,Mobile,Paid,95.8,0,0.0
U017588,2026-02-22,Treatment,Mobile,Email,119.2,0,0.0
U011815,2026-02-15,Control,Mobile,Organic,99.5,0,0.0
U019988,2026-02-25,Treatment,Mobile,Organic,27.7,0,0.0
U012038,2026-02-16,Treatment,Tablet,Organic,69.4,0,0.0
U016956,2026-02-21,Treatment,Mobile,Paid,78.9,0,0.0
U016198,2026-02-21,Treatment,Desktop,Direct,65.0,0,0.0
U013585,2026-02-17,Control,Desktop,Paid,143.7,0,0.0
U004351,2026-02-07,Treatment,Desktop,Direct,111.2,0,0.0
U012103,2026-02-16,Control,Desktop,Social,82.4,0,0.0
U015003,2026-02-19,Treatment,Mobile,Direct,78.0,0,0.0
U004616,2026-02-07,Treatment,Mobile,Organic,97.4,0,0.0
U006254,2026-02-09,Control,Mobile,Paid,125.4,0,0.0
U010374,2026-02-14,Control,Mobile,Direct,109.8,0,0.0
U008907,2026-02-12,Control,Tablet,Social,101.1,0,0.0
U024729,2026-03-02,Control,Mobile,Paid,41.5,0,0.0
U001073,2026-02-03,Control,Mobile,Organic,99.3,0,0.0
U020900,2026-02-26,Control,Desktop,Paid,80.7,0,0.0
U001998,2026-02-04,Control,Mobile,Organic,80.4,0,0.0
U024758,2026-03-02,Treatment,Mobile,Organic,84.9,0,0.0
U022751,2026-02-28,Control,Mobile,Direct,117.3,0,0.0
U008381,2026-02-11,Control,Mobile,Direct,119.5,0,0.0
U008306,2026-02-11,Treatment,Desktop,Organic,92.6,1,38.81
U021613,2026-02-27,Treatment,Mobile,Paid,119.8,0,0.0
U014696,2026-02-19,Treatment,Mobile,Organic,108.0,0,0.0
U002149,2026-02-04,Treatment,Mobile,Paid,84.5,0,0.0
U004970,2026-02-07,Control,Mobile,Social,90.0,0,0.0
U002399,2026-02-04,Control,Desktop,Direct,113.7,0,0.0
U018183,2026-02-23,Treatment,Mobile,Social,68.3,0,0.0
U012741,2026-02-17,Treatment,Mobile,Paid,113.5,0,0.0
U012980,2026-02-17,Treatment,Mobile,Social,83.0,0,0.0
U005932,2026-02-08,Treatment,Desktop,Social,74.2,0,0.0
U008842,2026-02-12,Treatment,Desktop,Direct,100.6,0,0.0
U004934,2026-02-07,Control,Desktop,Paid,119.8,0,0.0
U022814,2026-02-28,Control,Mobile,Direct,120.7,1,78.25
U011316,2026-02-15,Control,Desktop,Direct,134.9,0,0.0
U015563,2026-02-20,Control,Mobile,Social,98.6,0,0.0
U004753,2026-02-07,Control,Mobile,Social,143.4,0,0.0
U011313,2026-02-15,Control,Mobile,Direct,112.2,0,0.0
U025519,2026-03-03,Control,Desktop,Organic,89.8,0,0.0
U000641,2026-02-02,Control,Mobile,Organic,109.7,0,0.0
U021604,2026-02-27,Treatment,Mobile,Paid,120.7,0,0.0
U003022,2026-02-05,Control,Desktop,Social,107.7,0,0.0
U007516,2026-02-10,Treatment,Desktop,Organic,73.8,0,0.0
U004081,2026-02-06,Control,Mobile,Direct,97.7,1,75.87
U023074,2026-03-01,Treatment,Mobile,Direct,91.5,0,0.0
U017684,2026-02-22,Treatment,Mobile,Social,129.4,0,0.0
U014736,2026-02-19,Treatment,Desktop,Direct,104.1,0,0.0
U017036,2026-02-21,Treatment,Mobile,Paid,94.1,0,0.0
U011634,2026-02-15,Control,Desktop,Social,132.2,0,0.0
U001557,2026-02-03,Treatment,Tablet,Organic,120.3,0,0.0
U000782,2026-02-02,Control,Mobile,Organic,74.7,0,0.0
U010118,2026-02-13,Control,Mobile,Organic,118.3,0,0.0
U023664,2026-03-01,Control,Mobile,Paid,95.8,0,0.0
U006733,2026-02-09,Treatment,Desktop,Direct,81.3,0,0.0
U020816,2026-02-26,Control,Mobile,Paid,86.4,0,0.0
U000910,2026-02-03,Treatment,Desktop,Paid,156.9,0,0.0
U009097,2026-02-12,Control,Mobile,Organic,52.5,0,0.0
U009478,2026-02-13,Control,Mobile,Social,88.0,0,0.0
U013513,2026-02-17,Control,Desktop,Direct,77.3,0,0.0
U007906,2026-02-11,Control,Mobile,Paid,109.4,0,0.0
U023462,2026-03-01,Control,Mobile,Paid,101.5,0,0.0
U021885,2026-02-27,Treatment,Mobile,Social,85.6,0,0.0
U013056,2026-02-17,Treatment,Mobile,Organic,127.2,0,0.0
U014990,2026-02-19,Treatment,Mobile,Organic,86.2,0,0.0
U006541,2026-02-09,Control,Mobile,Direct,47.8,0,0.0
U016284,2026-02-21,Control,Tablet,Social,59.9,0,0.0
U017171,2026-02-22,Control,Tablet,Direct,98.5,0,0.0
U022602,2026-02-28,Control,Mobile,Organic,115.4,0,0.0
U011032,2026-02-14,Treatment,Desktop,Paid,77.5,0,0.0
U013892,2026-02-18,Control,Mobile,Direct,125.0,0,0.0
U014475,2026-02-18,Treatment,Mobile,Organic,93.3,0,0.0
U020427,2026-02-25,Treatment,Desktop,Organic,143.8,0,0.0
U024223,2026-03-02,Treatment,Desktop,Organic,83.3,0,0.0
U019769,2026-02-25,Control,Desktop,Organic,149.7,0,0.0
U003673,2026-02-06,Treatment,Tablet,Organic,47.5,0,0.0
U007570,2026-02-10,Treatment,Mobile,Organic,131.8,0,0.0
U025433,2026-03-03,Control,Tablet,Paid,137.7,0,0.0
U009718,2026-02-13,Control,Desktop,Direct,101.9,0,0.0
U002075,2026-02-04,Treatment,Mobile,Organic,109.1,0,0.0
U022511,2026-02-28,Treatment,Desktop,Paid,65.6,0,0.0
U024094,2026-03-02,Treatment,Desktop,Paid,44.8,0,0.0
U000965,2026-02-03,Control,Mobile,Email,142.4,0,0.0
U015829,2026-02-20,Control,Mobile,Organic,108.1,0,0.0
U023177,2026-03-01,Control,Mobile,Organic,123.6,0,0.0
U013406,2026-02-17,Treatment,Mobile,Direct,122.4,0,0.0
U017518,2026-02-22,Control,Tablet,Email,125.4,0,0.0
U002131,2026-02-04,Treatment,Desktop,Organic,94.1,0,0.0
U002849,2026-02-05,Treatment,Desktop,Social,97.2,0,0.0
U013387,2026-02-17,Control,Tablet,Organic,110.6,0,0.0
U011814,2026-02-15,Control,Mobile,Paid,54.4,0,0.0
U023211,2026-03-01,Control,Desktop,Social,99.0,0,0.0
U023425,2026-03-01,Treatment,Mobile,Organic,100.9,0,0.0
U003185,2026-02-05,Treatment,Mobile,Email,59.2,0,0.0
U016075,2026-02-20,Treatment,Desktop,Direct,83.4,0,0.0
U023822,2026-03-01,Control,Desktop,Email,80.4,0,0.0
U017198,2026-02-22,Control,Mobile,Organic,94.3,0,0.0
U014996,2026-02-19,Treatment,Mobile,Paid,89.8,0,0.0
U001496,2026-02-03,Control,Mobile,Organic,32.2,0,0.0
U011271,2026-02-15,Treatment,Tablet,Organic,169.6,0,0.0
U007701,2026-02-11,Treatment,Mobile,Email,90.2,0,0.0
U002395,2026-02-04,Control,Mobile,Direct,158.3,0,0.0
U019743,2026-02-25,Control,Tablet,Organic,144.7,0,0.0
U015966,2026-02-20,Treatment,Desktop,Email,100.8,0,0.0
U008194,2026-02-11,Treatment,Desktop,Organic,86.0,0,0.0
U016240,2026-02-21,Treatment,Mobile,Direct,100.2,0,0.0
U018935,2026-02-24,Control,Mobile,Organic,100.1,0,0.0
U008675,2026-02-12,Control,Mobile,Social,100.6,0,0.0
U009747,2026-02-13,Treatment,Mobile,Organic,65.7,0,0.0
U006571,2026-02-09,Treatment,Desktop,Organic,61.1,0,0.0
U016754,2026-02-21,Treatment,Mobile,Paid,133.3,0,0.0
U008265,2026-02-11,Treatment,Desktop,Paid,96.2,0,0.0
U010581,2026-02-14,Control,Mobile,Organic,108.2,0,0.0
U007226,2026-02-10,Treatment,Mobile,Social,113.7,0,0.0
U024310,2026-03-02,Treatment,Mobile,Organic,109.2,0,0.0
U023973,2026-03-02,Control,Mobile,Paid,119.3,0,0.0
U001129,2026-02-03,Treatment,Mobile,Paid,131.2,0,0.0
U002324,2026-02-04,Treatment,Desktop,Social,137.3,0,0.0
U003014,2026-02-05,Treatment,Desktop,Organic,101.9,0,0.0
U019361,2026-02-24,Control,Desktop,Organic,146.6,0,0.0
U014270,2026-02-18,Control,Mobile,Organic,109.0,0,0.0
U020416,2026-02-25,Treatment,Mobile,Organic,131.4,0,0.0
U010506,2026-02-14,Control,Desktop,Organic,84.4,0,0.0
U005640,2026-02-08,Treatment,Mobile,Organic,107.0,0,0.0
U000141,2026-02-02,Control,Desktop,Social,101.5,0,0.0
U002732,2026-02-05,Control,Desktop,Organic,115.1,0,0.0
U011236,2026-02-15,Control,Desktop,Organic,146.0,0,0.0
U015463,2026-02-20,Treatment,Tablet,Paid,89.7,0,0.0
U005643,2026-02-08,Treatment,Mobile,Social,77.1,1,52.97
U010041,2026-02-13,Treatment,Mobile,Organic,106.1,0,0.0
U017337,2026-02-22,Control,Desktop,Organic,87.8,0,0.0
U015653,2026-02-20,Control,Mobile,Organic,86.7,0,0.0
U005365,2026-02-08,Treatment,Mobile,Social,70.5,0,0.0
U000402,2026-02-02,Control,Tablet,Organic,137.1,0,0.0
U012691,2026-02-17,Control,Desktop,Organic,154.3,1,34.44
U009446,2026-02-13,Treatment,Desktop,Paid,124.9,0,0.0
U009094,2026-02-12,Treatment,Desktop,Social,99.9,0,0.0
U000754,2026-02-02,Treatment,Tablet,Direct,17.1,0,0.0
